source,trans1,trans2,trans3
"穿脱方便
懒人福音
增高7cm，修长双腿
很软，很轻，透气性很好
魔术贴设计，3秒穿脱
支撑足弓，缓解一天的疲劳
逛街通勤毫无压力
不崴脚/不累脚/不臭脚
不显脚大
改善调整腿部形状
三足弓支撑 有效改善扁平足、足外翻、X型腿","착용 및 탈착이 편리함
게으름뱅이의 복음
키높이 7cm, 다리 길게
부드럽고 가볍고 통기성이 좋음
Velcro 디자인, 3초 착화 및 탈착
족저 지지, 하루의 피로 해소
쇼핑 및 통근 시 스트레스 없음
발이 부러지지 않음/발이 피곤하지 않음/발 냄새가 나지 않음
발이 커 보이지 않음
다리 모양 개선 및 조정
삼각형 족저 지지, 평평한 발, 발바닥 외전, X자형 다리 개선","['입고 벗기 편하며\n게으름뱅이 복음서\n7센티 키높이, 다리길쭉\n보들보들 가볍고 통기성이 좋으며\n벨크로 디자인으로 3초간 입고 벗기\n족궁을 지탱하며 하루의 피로를 풀어줍니다.\n거리 다니며 통근하는 것이 전혀 부담스럽지 않습니다.\n발을 접질리지도 않고\\/힘들지도 않고\\/냄새도 나지 않습니다.\n발 커 보이지 않음\n다리 모양 개선 및 재배치\n삼족궁 지지로 평발, 발뒤꿈치, X자형 다리 개선 효과']","신고 벗기 편해요
게으른 사람의 복음
키 7cm 증가, 다리가 길어보여요
아주 부드럽고, 가벼우며, 통기성이 좋아요
매직 테이프 디자인, 3초 만에 신고 벗어요
발 아치를 지지하여 하루의 피로를 완화시켜요
쇼핑이나 출퇴근 시 전혀 부담 없어요
발목을 삐거나 발이 피곤하지 않아요/발 냄새가 나지 않아요
발이 커 보이지 않아요
다리 모양을 개선하고 조정해요
세 가지 발 아치 지지, 평발, 외반족, X형 다리를 효과적으로 개선해요"
想瞬间长高7cm，还不崴脚、不累脚、不臭脚吗？那就试试我们的厚底百搭魔术贴增高老爹鞋！它轻便舒适，穿上马上显腿长。3秒快速穿脱，不用再为系鞋带烦恼。逛街、通勤，全程无压力，再也不怕走路太累。足弓支撑设计，有效改善扁平足、足外翻、X型腿问题，让你的腿部线条更美。有了它，你的其他鞋估计都要落灰了。,"7cm 키높이, 발이 아프지 않고, 발이 피곤하지 않고, 발냄새가 나지 않아도 좋지 않습니까? 우리의 통굽 매직 테이프 키높이 신발을 시도해 보세요! 가볍고 편안하여 신으면 바로 다리가 길어 보입니다. 3초에 신고 벗을 수 있어 신발끈을 매는 고민이 없습니다. 쇼핑, 통근, 전반에 걸쳐 스트레스가 없고 더 이상 걷는 것이 피곤하다고 두렵지 않습니다. 발굽 지지 디자인으로 평평한 발, 발바닥 외전, X형 다리 문제를 효과적으로 개선하여 다리의 라인을 더욱 아름답게 합니다. 이걸 있으면 다른 신발들은 다 먼지에 덮일 것입니다.","['순간적으로 키가 7cm 크고 싶은데 발을 삐끗하지도 않고 피곤하지도 않고 냄새도 나지 않습니까?그럼 저희 통굽 벨크로 키높이 아빠 신발 신어보세요!가볍고 편해서 입으면 다리가 길어 보입니다.3초 만에 빠르게 신고 벗을 수 있어 끈 묶기에 고민할 필요가 없습니다.쇼핑, 통근, 전 과정에 걸쳐 스트레스가 없으며 걷는 것이 너무 힘들어도 두렵지 않습니다.족궁 지지대 디자인은 평발, 발뒤꿈치, X자형 다리 문제를 효과적으로 개선하여 다리 라인을 아름답게 해줍니다.그것이 있으면 당신의 다른 신발은 아마 재떨어질 것입니다.']","순식간에 키 7cm가 커지고, 발목도 삐지 않고, 발도 피곤하지 않고, 발냄새도 나지 않길 원하시나요? 그렇다면 저희의 두꺼운 밑창에 다용도로 사용할 수 있는 매직 테이프 키높이 어글리 슈즈를 시도해 보세요! 이 신발은 가볍고 편안하여 신자마자 다리가 길어 보입니다. 3초 만에 빠르게 신고 벗을 수 있어 더 이상 신발끈 묶는 번거로움이 없습니다. 쇼핑, 출근할 때 전혀 부담 없이 착용할 수 있으며, 걷는 것이 너무 피곤할까 봐 걱정할 필요가 없습니다. 아치 지지 설계로 평발, 외반족, X자형 다리 문제를 효과적으로 개선하여 다리 라인을 더욱 아름답게 만들어줍니다. 이 신발을 신으면 다른 신발들은 아마 먼지만 쌓일 겁니다."
"【手工梨膏糖】
清痰止咳 護嗓潤肺 
0添加，清涼爽口，
老少皆宜！ 獨立包裝，
乾淨衛生，吃的更放心！
夏天炎熱容易上火 
家里一定要屯点梨膏糖吃","[핸드메이드 배즙당]
침을 없애고 기침을 멈추고 목을 보호하고 폐를 보습합니다.
0첨가물, 시원하고 입안이 시원합니다.
어린이와 어른 모두에게 적합합니다! 독립 포장,
청결하고 위생적이며, 더 안심하고 먹을 수 있습니다!
여름에 더위가 심해 쉽게 발열이 생길 수 있습니다.
집에 배즙당을 한 번씩 사서 먹어야 합니다.","['[수제 배엿]\n청담지해목호윤폐 \n0첨가로 시원하고\n남녀노소 누구나! 개별 포장,\n깨끗하고 위생적이어서 안심하고 드실 수 있습니다!\n여름은 더워서 쉽게 열이 오른다. \n집에 꼭 배고당을 좀 넣어 드세요.']","【수제 배즙 캔디】
가래 제거, 기침 완화, 목 보호, 폐 촉촉하게
0첨가, 시원하고 상쾌한 맛,
남녀노소 모두에게 적합! 개별 포장,
깨끗하고 위생적, 안심하고 드세요!
여름 더위에 쉽게 열이 오르니
집에 배즙 캔디를 꼭 비축해 두세요"
"久坐护臀坐垫
中空透气，不易压迫
人体工学，释压支撑，减少臀部压力
舒适支撑，不累腰，
凝胶材质，无异味，不会变形
开车办公都很合适","장시간 앉아있을 때 엉덩이 보호 쿠션
중공 통기, 압박감 없음
인체공학적, 압력 해소, 엉덩이 부담 감소
편안한 지지, 허리 피로 없음
젤 소재, 냄새 없음, 변형 없음
운전, 사무 모두 적합","['엉덩이를 감싸는 방석\n중공 통풍으로 압박이 용이하지 않음\n인체공학, 스트레스 해소 버팀목, 엉덩이 압력 감소\n편안하게 받쳐주고 허리에 무리가 가지 않게 해주고,\n젤 소재로 냄새가 나지 않고 변형 없이\n운전을 하면서 업무를 보는 것이 모두 적합합니다.']","장시간 앉아도 편안한 엉덩이 쿠션
중공 통기성, 압박감 없음
인체공학적 설계, 압력 분산 지지, 엉덩이 압력 감소
편안한 지지, 허리 피로 감소
젤 소재, 무취, 변형되지 않음
운전이나 사무실에서도 적합"
"无论你是什么疤痕
无论你是几年老疤
医师推荐，100%品质保障
硅凝胶伤疤贴
不开刀，0刺激
草本植物配方
妊娠纹，烧伤疤痕，手术疤痕
5天淡疤，草本精华，不刺激
疤痕自然脱落，无疼痛感，祛疤不留痕
没有效果退款","어떤 흉터든
어떤 흉터든
의사 추천, 100% 품질 보증
실리콘 젤 흉터 패치
수술 없이, 0 자극
허브 식물 포뮬러
임신 흉터, 화상 흉터, 수술 흉터
5일간 흉터 가볍게, 허브 에센스, 자극 없음
흉터 자연적으로 떨어지며, 통증 없음, 흉터 제거 후 흔적 없음
효과 없음 환불","['네가 어떤 흉터도\n네가 몇 년이고 오랜 흉터라 할지라도\n의사추천 100% 품질보증\n실리콘 흉터 패치\n수술하지 않으면 자극 0\n초본 식물 배합 방법.\n튼살, 화상흉터, 수술흉터\n5일간 옅은 흉터, 허브 에센스, 자극적이지 않음\n흉터가 자연스럽게 떨어져 통증이 없고 흉터가 남지 않도록 제거\n효과 없는 환불']","어떤 흉터든지 상관없어요
몇 년 된 오래된 흉터도 문제없어요
의사 추천, 100% 품질 보장
실리콘 젤 흉터 패치
수술 없이, 자극 없이
허브 식물 성분
임신선, 화상 흉터, 수술 흉터
5일 만에 흉터 완화, 허브 에센스, 자극 없음
흉터 자연 탈락, 통증 없이, 흉터 제거 후 흔적 남지 않음
효과 없으면 환불 보장"
"轻松搭配的韩系休闲套装.限量发售！
休闲、新潮！舒适弹力，可穿100kg
舒适纯棉，吸湿透气，垂顺飘逸
多次洗涤也不起皱、不变形、不掉色
高级质感 帅气有型
商品确认、试穿、7天内无理由退款","가볍게 코디하기 좋은 한국 스타일 캐주얼 세트.한정 판매!
캐주얼하고 트렌디! 편안한 스판, 100kg 착용 가능
편안한 순면, 흡습성과 통기성, 드레이프
여러 번 세탁해도 구김, 변형, 퇴색 없음
고급스러운 질감, 멋스러움
상품 확인, 착용, 7일 내에 무리한 환불","['가볍게 코디하기 좋은 한국식 캐주얼 슈트입니다.한정 발매!\n캐주얼 트렌디!편안한 스판 100kg 착용 가능\n편안한 순면으로 흡습과 통기성으로 찰랑찰랑\n여러 번 세탁해도 구김, 변형, 물빠짐 없이\n고급스러운 질감으로 멋스러운 핏\n상품 확인, 피팅, 7일 이내 환불 사유 없음']","가볍게 매치할 수 있는 한류 캐주얼 세트. 한정 판매!
캐주얼하고 트렌디! 편안한 신축성, 100kg까지 착용 가능
편안한 순면, 흡습 통기, 흐르는 듯한 실루엣
여러 번 세탁해도 주름이 생기지 않고 변형되지 않으며 색이 바래지 않음
고급스러운 질감, 멋진 스타일
상품 확인, 착용 후 7일 이내 무조건 환불 가능"
"高腰斜扣女士牛仔裤
视觉增高5cm .各种腿型都能穿
显瘦挺括版型.翘臀.隐藏多余赘肉
轻松掩盖臀部和大腿的赘肉
满足身高150CM-180CM 体重40-100kg女生的要求","하이웨스트 슬리브핏 데님 팬츠
시각적으로 키가 5cm 커 보임. 다양한 다리형태에 착용 가능
날씬해 보이고 슬림핏. 엉덩이 볼륨감. 여분의 살을 숨기기
엉덩이와 다리살을 쉽게 가리기
키 150CM-180CM, 체중 40-100kg의 여성의 요구 사항을 충족",['하이웨이스트 사선 버튼 여성 청바지\n시각적으로 5센티미터 커집니다.다양한 다리라인으로 입으실 수 있으며\n날씬하고 힘 있어 보이는 핏감힙업. 군살 감추기\n힙과 허벅지를 가볍게 커버해주는 군살\n신장150CM-180CM 체중40-100kg여자의 요구조건 충족'],"하이웨스트 사선 버튼 여성용 청바지
시각적으로 5cm 키 높여줌. 다양한 다리 유형에 적합
슬림하고 탄탄한 핏. 힙업 효과. 군살 숨김
엉덩이와 허벅지의 군살을 쉽게 가려줌
키 150CM-180CM, 체중 40-100kg 여성의 요구 충족"
"新款推荐，欧美品牌时尚阿甘鞋
穿上增高4cm，显高显腿长
足弓矫正，保护双脚，释压抗疲劳，穿一天不累脚
复古时尚，优质真皮，柔软舒适，轻盈透气
今日最低折扣，50%off","신상 추천,欧美 브랜드 스타일리쉬한 아가넥스
신으면 키가 4cm 커 보이고 다리가 길어 보임
족저 교정, 발 보호, 스트레스 해소, 피로 방지, 하루 종일 신어도 발이 피곤하지 않음
빈티지 스타일, 고품질 가죽, 부드럽고 편안함, 가볍고 통기성
오늘 최저 할인, 50% 할인","['신상 추천 구미 브랜드 패션 아르간 슈즈\n신었을 때 4센티 키높이로 다리가 길어 보이며\n족궁교정, 발 보호, 스트레스 해소, 피로회복, 하루 종일 착용해도 피곤하지 않음\n빈티지 시크, 프리미엄 리얼 가죽, 부드럽고 편안한, 가벼운 통기성\n금일최저할인 50%off']","신상품 추천, 유럽 및 미국 브랜드의 패션 아칸 신발
신으면 키 4cm 증가, 키가 커 보이고 다리가 길어 보입니다
발 아치 교정, 발 보호, 압력 해소 및 피로 방지, 하루 종일 신어도 피곤하지 않습니다
복고풍 패션, 고급 천연 가죽, 부드럽고 편안하며 가볍고 통기성이 좋습니다
오늘 최저 할인, 50%off"
"小朋友刚开始写字总是歪歪扭扭？
孩子握笔不正确，书写不美观？
老师推荐
儿童控笔训练字贴
帮孩子从小打好书写基础
手脑协调
控笔训练
专利力训练
自动消失 可反复书写练习
限时送笔和握笔器
全套6款，全面培养宝宝书写规范","아이가 처음 글자를 쓰면 항상 기울어지나요?
아이가 펜을 잡는 것이 잘못되어 글씨가 예쁘지 않나요?
선생님 추천
어린이 펜 제어 훈련 글씨 스티커
아이가 어릴 때부터 글쓰기 기초를 잘 쌓아주고
손과 뇌의 조화
펜 제어 훈련
특허 힘 훈련
자동으로 사라지며 반복해서 글쓰기 연습 가능
한시적으로 펜과 펜홀더 증정
6종 세트로 아기 글쓰기 규범을 전반적으로 키우기","['어린이는 글씨를 처음 쓰기 시작할 때 항상 비뚤비뚤?\n아이가 붓을 잘못 잡으면, 글쓰기가 아름답지 않습니까?\n선생님 추천\n어린이 펜 컨트롤 트레이닝 스티커\n아이가 어려서부터 글쓰기의 기초를 다지는 것을 돕습니다.\n손뇌협조\n필기 통제 훈련.\n특허력훈련\n자동 소멸 반복 쓰기 연습 가능\n펜과 악수기\n6개 풀세트, 아기 필기 규범을 전면적으로 키웁니다.']","어린이가 글씨를 처음 쓸 때 항상 삐뚤빼뚤한가요?
아이의 바른 글씨 쓰기가 어렵고, 글씨가 예쁘지 않나요?
선생님 추천
어린이 필기 훈련 글씨 연습장
아이의 글씨 기초를 튼튼히 잡아줘요
손과 뇌의 협응
필기 훈련
특허받은 힘 훈련
자동으로 사라져 반복해서 연습 가능
한정 기간 동안 펜과 필기 도구 증정
총 6종 세트, 아기의 바른 글씨 쓰기 습관을 종합적으로 길러줘요"
"有黑头粉刺困扰的看过来
升级版304不锈钢粉刺夹
弯嘴夹高密度咬合，咬口紧密，汗毛都能紧紧夹住，
直嘴夹尖部0.1mm，适合夹取细小粉刺
对毛孔无害，使痘痘粉刺无地遁形。
采取热处理工艺，经久耐用，不易变形
轻松清理毛孔垃圾，解压又舒爽","블랙헤드와 여드름에 시달리는 분들만 보세요.
업그레이드된 스테인리스 스틸 여드름 클램프
구부러진 입은 고밀도咬合, 咬口가 촘촘하고 땀과 털을 꽉 잡을 수 있습니다.
직선 입은 끝이 0.1mm로 미세한 여드름을 잡을 수 있습니다.
모공에 해롭지 않으며 여드름과 여드름을 숨길 수 없습니다.
열처리 공법을 사용하여 내구성이 뛰어나 변형이 잘 일어나지 않습니다.
모공 쓰레기를 쉽게 청소하고 스트레스를 해소하고 쾌적합니다.","['블랙헤드 여드름 고민인 거 보니까요\n업그레이드 304 스테인리스 스틸 클립집게\n구부러진 입이 고밀도 맞물려 있고, 맞물린 입이 촘촘하여 털도 단단히 집힐 수 있습니다.\n스트레이트 팁 0.1mm로 미세한 여드름까지 집기에 적합\n모공에 무해하여 여드름 여드름 없이 숨어줍니다.\n열처리 공법으로 내구성이 뛰어나며 쉽게 변형되지 않음\n모공 속 노폐물까지 간편하게 케어, 스트레스도 풀고 개운']","블랙헤드와 여드름에 고민이 있는 분들 주목하세요
업그레이드된 304 스테인리스 블랙헤드 집게
굽은 끝은 고밀도 결합으로 땀털까지 단단히 집을 수 있으며,
직선 끝은 끝부분이 0.1mm로 작은 여드름을 집기에 적합합니다.
모공에 해롭지 않아 여드름과 블랙헤드를 완벽하게 제거합니다.
열처리 공정을 거쳐 내구성이 뛰어나고 변형되지 않습니다.
모공의 노폐물을 쉽게 청소하고 스트레스를 해소하며 상쾌함을 느낄 수 있습니다."
"黑科技清洁抹布
万物皆可擦
神奇魔力抹布
不易掉毛
不留水痕
擦玻璃专用抹布
超高吸水性
祛除污渍，表面光滑
去污抛光，保持物品光亮如新
家务清洁的好帮手
快速清洁车子
轻轻一擦就干净
强力吸污， 不留痕迹
适用范围广，玻璃、镜子、家具、车子都可使用","블랙테크 클리너
모든 것이 닦을 수 있음
마법적인 클리너
털이 잘 빠지지 않음
물자국 남지 않음
유리 닦기 전용 클리너
초고 흡수성
얼룩 제거, 표면 매끄럽게
얼룩 제거, 물건이 새것처럼 빛나게
가정 청소의 좋은 도우미
차를 빠르게 청소
가볍게 닦으면 깨끗해짐
강력한 얼룩 흡수, 자국 남지 않음
유리, 거울, 가구, 차량 모두 사용 가능","['블랙테크 클렌징 행주\n만물도 닦을 수 있음\n매직 걸레\n털이 잘 빠지지 않는\n물흔적 남기지 않음\n유리 닦는 전용 행주\n초고흡수성\n얼룩 제거로 매끄러운 피부 완성\n얼룩을 제거하고 광택을 내어 물건을 새것처럼 밝게 유지\n집안일을 청결하게 하는 훌륭한 도우미\n쾌속 청소차\n살살 문지르면 깨끗해집니다\n흔적을 남기지 않고 강력하게 흡수\n적용 범위가 넓어서, 유리·거울·가구·자동차 모두 사용할 수 있습니다.']","블랙테크 청소 행주
모든 것을 닦을 수 있습니다
신기한 마법 행주
털 빠짐 방지
물 자국 남기지 않음
유리 전용 행주
초고흡수성
오염 제거, 표면 매끄럽게
오염 제거 및 광택, 물건을 새것처럼 유지
가사 청소의 좋은 도우미
빠른 차량 청소
가볍게 닦기만 해도 깨끗해짐
강력한 오염 흡수, 자국 남기지 않음
넓은 사용 범위, 유리, 거울, 가구, 차량 모두 사용 가능"
